ID,MA_KEHOACH,MA_HOPDONG_TINDUNG,SODU_DAUKI,SO_KY,NGAY_DAUKI,NGAY_CUOIKY,SONGAY_TINHLAI,LAISUAT,GOC_PHAITRA,LAI_PHAITRA,TONG_TIEN
229,KH-CTRA002769-37,CTRA002769,8000000012,37,2025-08-13,2025-09-12,31,14.75,333333333,100219178,433552511
230,KH-CTRA002769-38,CTRA002769,7666666679,38,2025-09-13,2025-10-12,30,14.75,333333333,92945206,426278539
231,KH-CTRA002769-39,CTRA002769,7333333346,39,2025-10-13,2025-11-12,31,14.75,333333333,91867580,425200913
232,KH-CTRA002769-40,CTRA002769,7000000013,40,2025-11-13,2025-12-12,30,14.75,333333333,84863014,418196347
233,KH-CTRA002769-41,CTRA002769,6666666680,41,2025-12-13,2026-01-12,31,14.75,333333333,83515982,416849315
234,KH-CTRA002769-42,CTRA002769,6333333347,42,2026-01-13,2026-02-12,31,14.75,333333333,79340183,412673516
235,KH-CTRA002769-43,CTRA002769,6000000014,43,2026-02-13,2026-03-12,28,14.75,333333333,67890411,401223744
236,KH-CTRA002769-44,CTRA002769,5666666681,44,2026-03-13,2026-04-12,31,14.75,333333333,70988585,404321918
237,KH-CTRA002769-45,CTRA002769,5333333348,45,2026-04-13,2026-05-12,30,14.75,333333333,64657534,397990867
238,KH-CTRA002769-46,CTRA002769,5000000015,46,2026-05-13,2026-06-12,31,14.75,333333333,62636986,395970319
239,KH-CTRA002769-47,CTRA002769,4666666682,47,2026-06-13,2026-07-12,30,14.75,333333333,56575343,389908676
240,KH-CTRA002769-48,CTRA002769,4333333349,48,2026-07-13,2026-08-12,31,14.75,333333333,54285388,387618721
241,KH-CTRA002769-49,CTRA002769,4000000016,49,2026-08-13,2026-09-12,31,14.75,333333333,50109589,383442922
242,KH-CTRA002769-50,CTRA002769,3666666683,50,2026-09-13,2026-10-12,30,14.75,333333333,44452055,377785388
243,KH-CTRA002769-51,CTRA002769,3333333350,51,2026-10-13,2026-11-12,31,14.75,333333333,41757991,375091324
244,KH-CTRA002769-52,CTRA002769,3000000017,52,2026-11-13,2026-12-12,30,14.75,333333333,36369863,369703196
245,KH-CTRA002769-53,CTRA002769,2666666684,53,2026-12-13,2027-01-12,31,14.75,333333333,33406393,366739726
246,KH-CTRA002769-54,CTRA002769,2333333351,54,2027-01-13,2027-02-12,31,14.75,333333333,29230594,362563927
247,KH-CTRA002769-55,CTRA002769,2000000018,55,2027-02-13,2027-03-12,28,14.75,333333333,22630137,355963470
248,KH-CTRA002769-56,CTRA002769,1666666685,56,2027-03-13,2027-04-12,31,14.75,333333333,20878996,354212329
249,KH-CTRA002769-57,CTRA002769,1333333352,57,2027-04-13,2027-05-12,30,14.75,333333333,16164384,349497717
250,KH-CTRA002769-58,CTRA002769,1000000019,58,2027-05-13,2027-06-12,31,14.75,333333333,12527397,345860730
251,KH-CTRA002769-59,CTRA002769,666666686,59,2027-06-13,2027-07-12,30,14.75,333333333,8082192,341415525
252,KH-CTRA002769-60,CTRA002769,333333353,60,2027-07-13,2027-08-13,32,14.75,333333353,4310503,337643836
253,KH-CTRA002814-1,CTRA002814,30000000000,1,2021-12-20,2022-01-19,31,13.45,500000000,342698630,842698630
254,KH-CTRA002814-2,CTRA002814,29500000000,2,2022-01-20,2022-02-19,31,13.45,500000000,336986986,836986986
255,KH-CTRA002814-3,CTRA002814,29000000000,3,2022-02-20,2022-03-19,28,13.45,500000000,299216438,799216438
256,KH-CTRA002814-4,CTRA002814,28500000000,4,2022-03-20,2022-04-19,31,13.45,500000000,325563699,825563699
257,KH-CTRA002814-5,CTRA002814,28000000000,5,2022-04-20,2022-05-19,30,13.45,500000000,309534247,809534247
258,KH-CTRA002814-6,CTRA002814,27500000000,6,2022-05-20,2022-06-19,31,13.45,500000000,314140411,814140411
259,KH-CTRA002814-7,CTRA002814,27000000000,7,2022-06-20,2022-07-19,30,13.45,500000000,298479452,798479452
260,KH-CTRA002814-8,CTRA002814,26500000000,8,2022-07-20,2022-08-19,31,13.45,500000000,302717123,802717123
261,KH-CTRA002814-9,CTRA002814,26000000000,9,2022-08-20,2022-09-19,31,13.45,500000000,297005479,797005479
262,KH-CTRA002814-10,CTRA002814,25500000000,10,2022-09-20,2022-10-19,30,13.45,500000000,281897260,781897260
263,KH-CTRA002814-11,CTRA002814,25000000000,11,2022-10-20,2022-11-19,31,13.45,500000000,285582192,785582192
264,KH-CTRA002814-12,CTRA002814,24500000000,12,2022-11-20,2022-12-19,30,13.45,500000000,270842466,770842466
265,KH-CTRA002814-13,CTRA002814,24000000000,13,2022-12-20,2023-01-19,31,13.45,500000000,274158904,774158904
266,KH-CTRA002814-14,CTRA002814,23500000000,14,2023-01-20,2023-02-19,31,13.45,500000000,268447260,768447260
267,KH-CTRA002814-15,CTRA002814,23000000000,15,2023-02-20,2023-03-19,28,13.45,500000000,237309589,737309589
268,KH-CTRA002814-16,CTRA002814,22500000000,16,2023-03-20,2023-04-19,31,13.45,500000000,257023973,757023973
269,KH-CTRA002814-17,CTRA002814,22000000000,17,2023-04-20,2023-05-19,30,13.45,500000000,243205479,743205479
270,KH-CTRA002814-18,CTRA002814,21500000000,18,2023-05-20,2023-06-19,31,13.45,500000000,245600685,745600685
271,KH-CTRA002814-19,CTRA002814,21000000000,19,2023-06-20,2023-07-19,30,13.45,500000000,232150685,732150685
272,KH-CTRA002814-20,CTRA002814,20500000000,20,2023-07-20,2023-08-19,31,13.45,500000000,234177397,734177397
273,KH-CTRA002814-21,CTRA002814,20000000000,21,2023-08-20,2023-09-19,31,13.45,500000000,228465753,728465753
274,KH-CTRA002814-22,CTRA002814,19500000000,22,2023-09-20,2023-10-19,30,13.45,500000000,215568493,715568493
275,KH-CTRA002814-23,CTRA002814,19000000000,23,2023-10-20,2023-11-19,31,13.45,500000000,217042466,717042466
276,KH-CTRA002814-24,CTRA002814,18500000000,24,2023-11-20,2023-12-19,30,13.45,500000000,204513699,704513699
277,KH-CTRA002814-25,CTRA002814,18000000000,25,2023-12-20,2024-01-19,31,13.45,500000000,205619178,705619178
278,KH-CTRA002814-26,CTRA002814,17500000000,26,2024-01-20,2024-02-19,31,13.45,500000000,199907534,699907534
279,KH-CTRA002814-27,CTRA002814,17000000000,27,2024-02-20,2024-03-19,29,13.45,500000000,181667123,681667123
280,KH-CTRA002814-28,CTRA002814,16500000000,28,2024-03-20,2024-04-19,31,13.45,500000000,188484247,688484247
281,KH-CTRA002814-29,CTRA002814,16000000000,29,2024-04-20,2024-05-19,30,13.45,500000000,176876712,676876712
282,KH-CTRA002814-30,CTRA002814,15500000000,30,2024-05-20,2024-06-19,31,13.45,500000000,177060959,677060959
283,KH-CTRA002814-31,CTRA002814,15000000000,31,2024-06-20,2024-07-19,30,13.45,500000000,165821918,665821918
284,KH-CTRA002814-32,CTRA002814,14500000000,32,2024-07-20,2024-08-19,31,13.45,500000000,165637671,665637671
285,KH-CTRA002814-33,CTRA002814,14000000000,33,2024-08-20,2024-09-19,31,13.45,500000000,159926027,659926027
286,KH-CTRA002814-34,CTRA002814,13500000000,34,2024-09-20,2024-10-19,30,13.45,500000000,149239726,649239726
287,KH-CTRA002814-35,CTRA002814,13000000000,35,2024-10-20,2024-11-19,31,13.45,500000000,148502740,648502740
288,KH-CTRA002814-36,CTRA002814,12500000000,36,2024-11-20,2024-12-19,30,13.45,500000000,138184932,638184932
289,KH-CTRA002814-37,CTRA002814,12000000000,37,2024-12-20,2025-01-19,31,13.45,500000000,137079452,637079452
290,KH-CTRA002814-38,CTRA002814,11500000000,38,2025-01-20,2025-02-19,31,13.45,500000000,131367808,631367808
291,KH-CTRA002814-39,CTRA002814,11000000000,39,2025-02-20,2025-03-19,28,13.45,500000000,113495890,613495890
292,KH-CTRA002814-40,CTRA002814,10500000000,40,2025-03-20,2025-04-19,31,13.45,500000000,119944521,619944521
293,KH-CTRA002814-41,CTRA002814,10000000000,41,2025-04-20,2025-05-19,30,13.45,500000000,110547945,610547945
294,KH-CTRA002814-42,CTRA002814,9500000000,42,2025-05-20,2025-06-19,31,13.45,500000000,108521233,608521233
295,KH-CTRA002814-43,CTRA002814,9000000000,43,2025-06-20,2025-07-19,30,13.45,500000000,99493151,599493151
296,KH-CTRA002814-44,CTRA002814,8500000000,44,2025-07-20,2025-08-19,31,13.45,500000000,97097945,597097945
297,KH-CTRA002814-45,CTRA002814,8000000000,45,2025-08-20,2025-09-19,31,13.45,500000000,91386301,591386301
298,KH-CTRA002814-46,CTRA002814,7500000000,46,2025-09-20,2025-10-19,30,13.45,500000000,82910959,582910959
299,KH-CTRA002814-47,CTRA002814,7000000000,47,2025-10-20,2025-11-19,31,13.45,500000000,79963014,579963014
300,KH-CTRA002814-48,CTRA002814,6500000000,48,2025-11-20,2025-12-19,30,13.45,500000000,71856164,571856164
301,KH-CTRA002814-49,CTRA002814,6000000000,49,2025-12-20,2026-01-19,31,13.45,500000000,68539726,568539726
302,KH-CTRA002814-50,CTRA002814,5500000000,50,2026-01-20,2026-02-19,31,13.45,500000000,62828082,562828082
303,KH-CTRA002814-51,CTRA002814,5000000000,51,2026-02-20,2026-03-19,28,13.45,500000000,51589041,551589041
304,KH-CTRA002814-52,CTRA002814,4500000000,52,2026-03-20,2026-04-19,31,13.45,500000000,51404795,551404795
305,KH-CTRA002814-53,CTRA002814,4000000000,53,2026-04-20,2026-05-19,30,13.45,500000000,44219178,544219178
306,KH-CTRA002814-54,CTRA002814,3500000000,54,2026-05-20,2026-06-19,31,13.45,500000000,39981507,539981507
307,KH-CTRA002814-55,CTRA002814,3000000000,55,2026-06-20,2026-07-19,30,13.45,500000000,33164384,533164384
308,KH-CTRA002814-56,CTRA002814,2500000000,56,2026-07-20,2026-08-19,31,13.45,500000000,28558219,528558219
309,KH-CTRA002814-57,CTRA002814,2000000000,57,2026-08-20,2026-09-19,31,13.45,500000000,22846575,522846575
310,KH-CTRA002814-58,CTRA002814,1500000000,58,2026-09-20,2026-10-19,30,13.45,500000000,16582192,516582192
311,KH-CTRA002814-59,CTRA002814,1000000000,59,2026-10-20,2026-11-19,31,13.45,500000000,11423288,511423288
312,KH-CTRA002814-60,CTRA002814,500000000,60,2026-11-20,2026-12-20,31,13.45,500000000,5711644,505711644
313,KH-CTRA002877-1,CTRA002877,8000000000,1,2023-01-05,2023-02-04,31,15.4,666666667,104635616,771302283
314,KH-CTRA002877-2,CTRA002877,7333333333,2,2023-02-05,2023-03-04,28,15.4,666666667,86633790,753300457
315,KH-CTRA002877-3,CTRA002877,6666666666,3,2023-03-05,2023-04-04,31,15.4,666666667,87196347,753863014
316,KH-CTRA002877-4,CTRA002877,5999999999,4,2023-04-05,2023-05-04,30,15.4,666666667,75945205,742611872
317,KH-CTRA002877-5,CTRA002877,5333333332,5,2023-05-05,2023-06-04,31,15.4,666666667,69757078,736423745
318,KH-CTRA002877-6,CTRA002877,4666666665,6,2023-06-05,2023-07-04,30,15.4,666666667,59068493,725735160
319,KH-CTRA002877-7,CTRA002877,3999999998,7,2023-07-05,2023-08-04,31,15.4,666666667,52317808,718984475
320,KH-CTRA002877-8,CTRA002877,3333333331,8,2023-08-05,2023-09-04,31,15.4,666666667,43598173,710264840
321,KH-CTRA002877-9,CTRA002877,2666666664,9,2023-09-05,2023-10-04,30,15.4,666666667,33753425,700420092
322,KH-CTRA002877-10,CTRA002877,1999999997,10,2023-10-05,2023-11-04,31,15.4,666666667,26158904,692825571
323,KH-CTRA002877-11,CTRA002877,1333333330,11,2023-11-05,2023-12-04,30,15.4,666666667,16876712,683543379
324,KH-CTRA002877-12,CTRA002877,666666663,12,2023-12-05,2024-01-05,32,15.4,666666663,9000913,675667580
325,KH-CTRA002880-1,CTRA002880,1300000000,1,2023-03-07,2023-04-06,31,14.35,108333333,15843973,124177306
326,KH-CTRA002880-2,CTRA002880,1191666667,2,2023-04-07,2023-05-06,30,14.35,108333333,14055137,122388470
327,KH-CTRA002880-3,CTRA002880,1083333334,3,2023-05-07,2023-06-06,31,14.35,108333333,13203311,121536644
328,KH-CTRA002880-4,CTRA002880,975000001,4,2023-06-07,2023-07-06,30,14.35,108333333,11499658,119832991
329,KH-CTRA002880-5,CTRA002880,866666668,5,2023-07-07,2023-08-06,31,14.35,108333333,10562648,118895981
330,KH-CTRA002880-6,CTRA002880,758333335,6,2023-08-07,2023-09-06,31,14.35,108333333,9242317,117575650
331,KH-CTRA002880-7,CTRA002880,650000002,7,2023-09-07,2023-10-06,30,14.35,108333333,7666438,115999771
332,KH-CTRA002880-8,CTRA002880,541666669,8,2023-10-07,2023-11-06,31,14.35,108333333,6601655,114934988
333,KH-CTRA002880-9,CTRA002880,433333336,9,2023-11-07,2023-12-06,30,14.35,108333333,5110959,113444292
334,KH-CTRA002880-10,CTRA002880,325000003,10,2023-12-07,2024-01-06,31,14.35,108333333,3960993,112294326
335,KH-CTRA002880-11,CTRA002880,216666670,11,2024-01-07,2024-02-06,31,14.35,108333333,2640662,110973995
336,KH-CTRA002880-12,CTRA002880,108333337,12,2024-02-07,2024-03-07,30,14.35,108333337,1277740,109611073
337,KH-CTRA002883-1,CTRA002883,3500000000,1,2022-11-29,2022-12-28,30,15.1,72916667,43438356,116355023
338,KH-CTRA002883-2,CTRA002883,3427083333,2,2022-12-29,2023-01-28,31,15.1,72916667,43951170,116867837
339,KH-CTRA002883-3,CTRA002883,3354166666,3,2023-01-29,2023-02-27,30,15.1,72916667,41628425,114545092
340,KH-CTRA002883-4,CTRA002883,3281249999,4,2023-02-28,2023-03-27,28,15.1,72916667,38008562,110925229
341,KH-CTRA002883-5,CTRA002883,3208333332,5,2023-03-28,2023-04-27,31,15.1,72916667,41145776,114062443
342,KH-CTRA002883-6,CTRA002883,3135416665,6,2023-04-28,2023-05-27,30,15.1,72916667,38913527,111830194
343,KH-CTRA002883-7,CTRA002883,3062499998,7,2023-05-28,2023-06-27,31,15.1,72916667,39275514,112192181
344,KH-CTRA002883-8,CTRA002883,2989583331,8,2023-06-28,2023-07-27,30,15.1,72916667,37103596,110020263
345,KH-CTRA002883-9,CTRA002883,2916666664,9,2023-07-28,2023-08-27,31,15.1,72916667,37405251,110321918
346,KH-CTRA002883-10,CTRA002883,2843749997,10,2023-08-28,2023-09-27,31,15.1,72916667,36470120,109386787
347,KH-CTRA002883-11,CTRA002883,2770833330,11,2023-09-28,2023-10-27,30,15.1,72916667,34388699,107305366
348,KH-CTRA002883-12,CTRA002883,2697916663,12,2023-10-28,2023-11-27,31,15.1,72916667,34599857,107516524
349,KH-CTRA002883-13,CTRA002883,2624999996,13,2023-11-28,2023-12-27,30,15.1,72916667,32578767,105495434
350,KH-CTRA002883-14,CTRA002883,2552083329,14,2023-12-28,2024-01-27,31,15.1,72916667,32729595,105646262
351,KH-CTRA002883-15,CTRA002883,2479166662,15,2024-01-28,2024-02-27,31,15.1,72916667,31794463,104711130
352,KH-CTRA002883-16,CTRA002883,2406249995,16,2024-02-28,2024-03-27,29,15.1,72916667,28868407,101785074
353,KH-CTRA002883-17,CTRA002883,2333333328,17,2024-03-28,2024-04-27,31,15.1,72916667,29924201,102840868
354,KH-CTRA002883-18,CTRA002883,2260416661,18,2024-04-28,2024-05-27,30,15.1,72916667,28053938,100970605
355,KH-CTRA002883-19,CTRA002883,2187499994,19,2024-05-28,2024-06-27,31,15.1,72916667,28053938,100970605
356,KH-CTRA002883-20,CTRA002883,2114583327,20,2024-06-28,2024-07-27,30,15.1,72916667,26244007,99160674
357,KH-CTRA002883-21,CTRA002883,2041666660,21,2024-07-28,2024-08-27,31,15.1,72916667,26183676,99100343
358,KH-CTRA002883-22,CTRA002883,1968749993,22,2024-08-28,2024-09-27,31,15.1,72916667,25248544,98165211
359,KH-CTRA002883-23,CTRA002883,1895833326,23,2024-09-28,2024-10-27,30,15.1,72916667,23529109,96445776
360,KH-CTRA002883-24,CTRA002883,1822916659,24,2024-10-28,2024-11-27,31,15.1,72916667,23378282,96294949
361,KH-CTRA002883-25,CTRA002883,1749999992,25,2024-11-28,2024-12-27,30,15.1,72916667,21719178,94635845
362,KH-CTRA002883-26,CTRA002883,1677083325,26,2024-12-28,2025-01-27,31,15.1,72916667,21508019,94424686
363,KH-CTRA002883-27,CTRA002883,1604166658,27,2025-01-28,2025-02-27,31,15.1,72916667,20572888,93489555
364,KH-CTRA002883-28,CTRA002883,1531249991,28,2025-02-28,2025-03-27,28,15.1,72916667,17737329,90653996
365,KH-CTRA002883-29,CTRA002883,1458333324,29,2025-03-28,2025-04-27,31,15.1,72916667,18702625,91619292
366,KH-CTRA002883-30,CTRA002883,1385416657,30,2025-04-28,2025-05-27,30,15.1,72916667,17194349,90111016
367,KH-CTRA002883-31,CTRA002883,1312499990,31,2025-05-28,2025-06-27,31,15.1,72916667,16832363,89749030
368,KH-CTRA002883-32,CTRA002883,1239583323,32,2025-06-28,2025-07-27,30,15.1,72916667,15384418,88301085
369,KH-CTRA002883-33,CTRA002883,1166666656,33,2025-07-28,2025-08-27,31,15.1,72916667,14962100,87878767
370,KH-CTRA002883-34,CTRA002883,1093749989,34,2025-08-28,2025-09-27,31,15.1,72916667,14026969,86943636
371,KH-CTRA002883-35,CTRA002883,1020833322,35,2025-09-28,2025-10-27,30,15.1,72916667,12669520,85586187
372,KH-CTRA002883-36,CTRA002883,947916655,36,2025-10-28,2025-11-27,31,15.1,72916667,12156706,85073373
373,KH-CTRA002883-37,CTRA002883,874999988,37,2025-11-28,2025-12-27,30,15.1,72916667,10859589,83776256
374,KH-CTRA002883-38,CTRA002883,802083321,38,2025-12-28,2026-01-27,31,15.1,72916667,10286444,83203111
375,KH-CTRA002883-39,CTRA002883,729166654,39,2026-01-28,2026-02-27,31,15.1,72916667,9351313,82267980
376,KH-CTRA002883-40,CTRA002883,656249987,40,2026-02-28,2026-03-27,28,15.1,72916667,7601712,80518379
377,KH-CTRA002883-41,CTRA002883,583333320,41,2026-03-28,2026-04-27,31,15.1,72916667,7481050,80397717
378,KH-CTRA002883-42,CTRA002883,510416653,42,2026-04-28,2026-05-27,30,15.1,72916667,6334760,79251427
379,KH-CTRA002883-43,CTRA002883,437499986,43,2026-05-28,2026-06-27,31,15.1,72916667,5610787,78527454
380,KH-CTRA002883-44,CTRA002883,364583319,44,2026-06-28,2026-07-27,30,15.1,72916667,4524829,77441496
381,KH-CTRA002883-45,CTRA002883,291666652,45,2026-07-28,2026-08-27,31,15.1,72916667,3740525,76657192
382,KH-CTRA002883-46,CTRA002883,218749985,46,2026-08-28,2026-09-27,31,15.1,72916667,2805394,75722061
383,KH-CTRA002883-47,CTRA002883,145833318,47,2026-09-28,2026-10-27,30,15.1,72916667,1809931,74726598
384,KH-CTRA002883-48,CTRA002883,72916651,48,2026-10-28,2026-11-29,33,15.1,72916651,995462,73912129
385,KH-CTRA003240-1,CTRA003240,58000000000,1,2020-11-04,2020-12-03,30,14.45,966666667,688849315,1655515982
386,KH-CTRA003240-2,CTRA003240,57033333333,2,2020-12-04,2021-01-03,31,14.45,966666667,699947443,1666614110
387,KH-CTRA003240-3,CTRA003240,56066666666,3,2021-01-04,2021-02-03,31,14.45,966666667,688083927,1654750594
388,KH-CTRA003240-4,CTRA003240,55099999999,4,2021-02-04,2021-03-03,28,14.45,966666667,610779726,1577446393
389,KH-CTRA003240-5,CTRA003240,54133333332,5,2021-03-04,2021-04-03,31,14.45,966666667,664356895,1631023562
390,KH-CTRA003240-6,CTRA003240,53166666665,6,2021-04-04,2021-05-03,30,14.45,966666667,631445205,1598111872
391,KH-CTRA003240-7,CTRA003240,52199999998,7,2021-05-04,2021-06-03,31,14.45,966666667,640629863,1607296530
392,KH-CTRA003240-8,CTRA003240,51233333331,8,2021-06-04,2021-07-03,30,14.45,966666667,608483562,1575150229
393,KH-CTRA003240-9,CTRA003240,50266666664,9,2021-07-04,2021-08-03,31,14.45,966666667,616902831,1583569498
394,KH-CTRA003240-10,CTRA003240,49299999997,10,2021-08-04,2021-09-03,31,14.45,966666667,605039315,1571705982
395,KH-CTRA003240-11,CTRA003240,48333333330,11,2021-09-04,2021-10-03,30,14.45,966666667,574041096,1540707763
396,KH-CTRA003240-12,CTRA003240,47366666663,12,2021-10-04,2021-11-03,31,14.45,966666667,581312283,1547978950
397,KH-CTRA003240-13,CTRA003240,46399999996,13,2021-11-04,2021-12-03,30,14.45,966666667,551079452,1517746119
398,KH-CTRA003240-14,CTRA003240,45433333329,14,2021-12-04,2022-01-03,31,14.45,966666667,557585251,1524251918
399,KH-CTRA003240-15,CTRA003240,44466666662,15,2022-01-04,2022-02-03,31,14.45,966666667,545721735,1512388402
400,KH-CTRA003240-16,CTRA003240,43499999995,16,2022-02-04,2022-03-03,28,14.45,966666667,482194520,1448861187
401,KH-CTRA003240-17,CTRA003240,42533333328,17,2022-03-04,2022-04-03,31,14.45,966666667,521994703,1488661370
402,KH-CTRA003240-18,CTRA003240,41566666661,18,2022-04-04,2022-05-03,30,14.45,966666667,493675342,1460342009
403,KH-CTRA003240-19,CTRA003240,40599999994,19,2022-05-04,2022-06-03,31,14.45,966666667,498267671,1464934338
404,KH-CTRA003240-20,CTRA003240,39633333327,20,2022-06-04,2022-07-03,30,14.45,966666667,470713699,1437380366
405,KH-CTRA003240-21,CTRA003240,38666666660,21,2022-07-04,2022-08-03,31,14.45,966666667,474540639,1441207306
406,KH-CTRA003240-22,CTRA003240,37699999993,22,2022-08-04,2022-09-03,31,14.45,966666667,462677123,1429343790
407,KH-CTRA003240-23,CTRA003240,36733333326,23,2022-09-04,2022-10-03,30,14.45,966666667,436271233,1402937900
408,KH-CTRA003240-24,CTRA003240,35766666659,24,2022-10-04,2022-11-03,31,14.45,966666667,438950091,1405616758
409,KH-CTRA003240-25,CTRA003240,34799999992,25,2022-11-04,2022-12-03,30,14.45,966666667,413309589,1379976256
410,KH-CTRA003240-26,CTRA003240,33833333325,26,2022-12-04,2023-01-03,31,14.45,966666667,415223059,1381889726
411,KH-CTRA003240-27,CTRA003240,32866666658,27,2023-01-04,2023-02-03,31,14.45,966666667,403359543,1370026210
412,KH-CTRA003240-28,CTRA003240,31899999991,28,2023-02-04,2023-03-03,28,14.45,966666667,353609315,1320275982
413,KH-CTRA003240-29,CTRA003240,30933333324,29,2023-03-04,2023-04-03,31,14.45,966666667,379632511,1346299178
414,KH-CTRA003240-30,CTRA003240,29966666657,30,2023-04-04,2023-05-03,30,14.45,966666667,355905479,1322572146
415,KH-CTRA003240-31,CTRA003240,28999999990,31,2023-05-04,2023-06-03,31,14.45,966666667,355905479,1322572146
416,KH-CTRA003240-32,CTRA003240,28033333323,32,2023-06-04,2023-07-03,30,14.45,966666667,332943835,1299610502
417,KH-CTRA003240-33,CTRA003240,27066666656,33,2023-07-04,2023-08-03,31,14.45,966666667,332178447,1298845114
418,KH-CTRA003240-34,CTRA003240,26099999989,34,2023-08-04,2023-09-03,31,14.45,966666667,320314931,1286981598
419,KH-CTRA003240-35,CTRA003240,25133333322,35,2023-09-04,2023-10-03,30,14.45,966666667,298501370,1265168037
420,KH-CTRA003240-36,CTRA003240,24166666655,36,2023-10-04,2023-11-03,31,14.45,966666667,296587899,1263254566
421,KH-CTRA003240-37,CTRA003240,23199999988,37,2023-11-04,2023-12-03,30,14.45,966666667,275539726,1242206393
422,KH-CTRA003240-38,CTRA003240,22233333321,38,2023-12-04,2024-01-03,31,14.45,966666667,272860867,1239527534
423,KH-CTRA003240-39,CTRA003240,21266666654,39,2024-01-04,2024-02-03,31,14.45,966666667,260997351,1227664018
424,KH-CTRA003240-40,CTRA003240,20299999987,40,2024-02-04,2024-03-03,29,14.45,966666667,233060685,1199727352
425,KH-CTRA003240-41,CTRA003240,19333333320,41,2024-03-04,2024-04-03,31,14.45,966666667,237270319,1203936986
426,KH-CTRA003240-42,CTRA003240,18366666653,42,2024-04-04,2024-05-03,30,14.45,966666667,218135616,1184802283
