ID,MA_HOPDONG_TINDUNG,SO_KY,NGAY_TRA,TRA_GOC,TRA_LAI
533,CTRA004088,34,2024-07-09,16666667,2886986
534,CTRA004088,35,2024-08-09,16666667,2784338
535,CTRA004088,36,2024-09-09,16666667,2585456
536,CTRA004088,37,2024-10-09,16666667,2309589
537,CTRA004088,38,2024-11-09,16666667,2187694
538,CTRA004088,39,2024-12-09,16666667,1924657
539,CTRA004174,1,2021-07-14,105555556,93073973
540,CTRA004174,2,2021-08-14,105555556,94840654
541,CTRA004174,3,2021-09-14,105555556,93504871
542,CTRA004174,4,2021-10-14,105555556,89195890
543,CTRA004174,5,2021-11-14,105555556,90833303
544,CTRA004174,6,2021-12-14,105555556,86610502
545,CTRA004174,7,2022-01-14,105555556,88161735
546,CTRA004174,8,2022-02-14,105555556,86825951
547,CTRA004174,9,2022-03-14,105555556,77216925
548,CTRA004174,10,2022-04-14,105555556,84154384
549,CTRA004174,11,2022-05-14,105555556,80147032
550,CTRA004174,12,2022-06-14,105555556,81482816
551,CTRA004174,13,2022-07-14,105555556,77561644
552,CTRA004174,14,2022-08-14,105555556,78811248
553,CTRA004174,15,2022-09-14,105555556,77475464
554,CTRA004174,16,2022-10-14,105555556,73683562
555,CTRA004174,17,2022-11-14,105555556,74803896
556,CTRA004174,18,2022-12-14,105555556,71098173
557,CTRA004174,19,2023-01-14,105555556,72132329
558,CTRA004174,20,2023-02-14,105555556,70796545
559,CTRA004174,21,2023-03-14,105555556,62738752
560,CTRA004174,22,2023-04-14,105555556,68124977
561,CTRA004174,23,2023-05-14,105555556,64634703
562,CTRA004174,24,2023-06-14,105555556,65453409
563,CTRA004174,25,2023-07-14,105555556,62049315
564,CTRA004174,26,2023-08-14,105555556,62781842
565,CTRA004174,27,2023-09-14,105555556,61446058
566,CTRA004174,28,2023-10-14,105555556,58171233
567,CTRA004174,29,2023-11-14,105555556,58774490
568,CTRA004174,30,2023-12-14,105555556,55585845
569,CTRA004174,31,2024-01-14,105555556,56102922
570,CTRA004174,32,2024-02-14,105555556,54767138
571,CTRA004174,33,2024-03-14,105555556,49984170
572,CTRA004174,34,2024-04-14,105555556,52095571
573,CTRA004174,35,2024-05-14,105555556,49122374
574,CTRA004174,36,2024-06-14,105555556,49424003
575,CTRA004174,37,2024-07-14,105555556,46536986
576,CTRA004174,38,2024-08-14,105555556,46752435
577,CTRA004174,39,2024-09-14,105555556,45416651
578,CTRA004174,40,2024-10-14,105555556,42658904
579,CTRA004174,41,2024-11-14,105555556,42745083
580,CTRA004174,42,2024-12-14,105555556,40073516
581,CTRA004180,1,2022-10-21,6666667,1906849
582,CTRA004180,2,2022-11-21,6666667,1888310
583,CTRA004180,3,2022-12-21,6666667,1747945
584,CTRA004180,4,2023-01-21,6666667,1724110
585,CTRA004180,5,2023-02-21,6666667,1642009
586,CTRA004180,6,2023-03-21,6666667,1408950
587,CTRA004180,7,2023-04-21,6666667,1477808
588,CTRA004180,8,2023-05-21,6666667,1350685
589,CTRA004180,9,2023-06-21,6666667,1313607
590,CTRA004180,10,2023-07-21,6666667,1191781
591,CTRA004180,11,2023-08-21,6666667,1149406
592,CTRA004180,12,2023-09-21,6666667,1067306
593,CTRA004180,13,2023-10-21,6666667,953425
594,CTRA004180,14,2023-11-21,6666667,903105
595,CTRA004180,15,2023-12-21,6666667,794520
596,CTRA004180,16,2024-01-21,6666667,738904
597,CTRA004180,17,2024-02-21,6666667,656804
598,CTRA004180,18,2024-03-21,6666667,537626
599,CTRA004180,19,2024-04-21,6666667,492603
600,CTRA004180,20,2024-05-21,6666667,397260
601,CTRA004180,21,2024-06-21,6666667,328402
602,CTRA004180,22,2024-07-21,6666667,238356
603,CTRA004180,23,2024-08-21,6666667,164201
604,CTRA004180,24,2024-09-22,6666659,84749
605,CTRA004179,1,2021-12-17,13333333,5345753
606,CTRA004179,2,2022-01-17,13333333,5370502
607,CTRA004179,3,2022-02-17,13333333,5217059
608,CTRA004179,4,2022-03-17,13333333,4573589
609,CTRA004179,5,2022-04-17,13333333,4910174
610,CTRA004179,6,2022-05-17,13333333,4603288
611,CTRA004179,7,2022-06-17,13333333,4603288
612,CTRA004179,8,2022-07-17,13333333,4306301
613,CTRA004179,9,2022-08-17,13333333,4296402
614,CTRA004179,10,2022-09-17,13333333,4142959
615,CTRA004179,11,2022-10-17,13333333,3860822
616,CTRA004179,12,2022-11-17,13333333,3836073
617,CTRA004179,13,2022-12-17,13333333,3563836
618,CTRA004179,14,2023-01-17,13333333,3529187
619,CTRA004179,15,2023-02-17,13333333,3375744
620,CTRA004179,16,2023-03-17,13333333,2910466
621,CTRA004179,17,2023-04-17,13333333,3068859
622,CTRA004179,18,2023-05-17,13333333,2821370
623,CTRA004179,19,2023-06-17,13333333,2761973
624,CTRA004179,20,2023-07-17,13333333,2524384
625,CTRA004179,21,2023-08-17,13333333,2455087
626,CTRA004179,22,2023-09-17,13333333,2301644
627,CTRA004179,23,2023-10-17,13333333,2078904
628,CTRA004179,24,2023-11-17,13333333,1994758
629,CTRA004179,25,2023-12-17,13333333,1781918
630,CTRA004179,26,2024-01-17,13333333,1687872
631,CTRA004179,27,2024-02-17,13333333,1534429
632,CTRA004179,28,2024-03-17,13333333,1291891
633,CTRA004179,29,2024-04-17,13333333,1227543
634,CTRA004179,30,2024-05-17,13333333,1039452
635,CTRA004179,31,2024-06-17,13333333,920658
636,CTRA004179,32,2024-07-17,13333333,742466
637,CTRA004179,33,2024-08-17,13333333,613772
638,CTRA004179,34,2024-09-17,13333333,460329
639,CTRA004179,35,2024-10-17,13333333,296986
640,CTRA004179,36,2024-11-18,13333345,158393
641,CTRA006098,1,2022-08-07,83333333,62636986
642,CTRA006098,2,2022-09-07,83333333,61593037
643,CTRA006098,3,2022-10-07,83333333,58595890
644,CTRA006098,4,2022-11-07,83333333,59505137
645,CTRA006098,5,2022-12-07,83333333,56575342
646,CTRA006098,6,2023-01-07,83333333,57417237
647,CTRA006098,7,2023-02-07,83333333,56373288
648,CTRA006098,8,2023-03-07,83333333,49974886
649,CTRA006098,9,2023-04-07,83333333,54285388
650,CTRA006098,10,2023-05-07,83333333,51523973
651,CTRA006098,11,2023-06-07,83333333,52197489
652,CTRA006098,12,2023-07-07,83333333,49503425
653,CTRA006098,13,2023-08-07,83333333,50109589
654,CTRA006098,14,2023-09-07,83333333,49065639
655,CTRA006098,15,2023-10-07,83333333,46472603
656,CTRA006098,16,2023-11-07,83333333,46977740
657,CTRA006098,17,2023-12-07,83333333,44452055
658,CTRA006098,18,2024-01-07,83333333,44889840
659,CTRA006098,19,2024-02-07,83333333,43845890
660,CTRA006098,20,2024-03-07,83333333,40040525
661,CTRA006098,21,2024-04-07,83333333,41757991
662,CTRA006098,22,2024-05-07,83333333,39400685
663,CTRA006098,23,2024-06-07,83333333,39670091
664,CTRA006098,24,2024-07-07,83333333,37380137
665,CTRA006098,25,2024-08-07,83333333,37582192
666,CTRA006098,26,2024-09-07,83333333,36538242
667,CTRA006098,27,2024-10-07,83333333,34349315
668,CTRA006098,28,2024-11-07,83333333,34450343
669,CTRA006098,29,2024-12-07,83333333,32328767
670,CTRA009102,1,2023-03-06,375000000,52126027
671,CTRA009102,2,2023-04-06,375000000,52901712
672,CTRA009102,3,2023-05-06,375000000,46541096
673,CTRA009102,4,2023-06-06,375000000,43283219
674,CTRA009102,5,2023-07-06,375000000,37232877
675,CTRA009102,6,2023-08-06,375000000,33664726
676,CTRA009102,7,2023-09-06,375000000,28855479
677,CTRA009102,8,2023-10-06,375000000,23270548
678,CTRA009102,9,2023-11-06,375000000,19236986
679,CTRA009102,10,2023-12-06,375000000,13962329
680,CTRA009102,11,2024-01-06,375000000,9618493
681,CTRA009102,12,2024-02-07,375000000,4964384
682,CTRA009105,1,2023-03-01,500000000,69501370
683,CTRA009105,2,2023-04-01,500000000,70535616
684,CTRA009105,3,2023-05-01,500000000,62054795
685,CTRA009105,4,2023-06-01,500000000,57710959
686,CTRA009105,5,2023-07-01,500000000,49643836
687,CTRA009105,6,2023-08-01,500000000,44886301
688,CTRA009105,7,2023-09-01,500000000,38473973
689,CTRA009105,8,2023-10-01,500000000,31027397
690,CTRA009105,9,2023-11-01,500000000,25649315
691,CTRA009105,10,2023-12-01,500000000,18616438
692,CTRA009105,11,2024-01-01,500000000,12824658
693,CTRA009105,12,2024-02-02,500000000,6619178
694,CTRA009113,1,2023-12-31,208333333,33972603
695,CTRA009113,2,2024-01-31,208333333,31141553
696,CTRA009113,3,2024-02-29,208333333,26484018
697,CTRA009113,4,2024-03-31,208333333,25479452
698,CTRA009113,5,2024-04-30,208333333,21917808
699,CTRA009113,6,2024-05-31,208333333,19817352
700,CTRA009113,7,2024-06-30,208333333,16438356
701,CTRA009113,8,2024-07-31,208333333,14155251
702,CTRA009113,9,2024-08-31,208333333,11324201
703,CTRA009113,10,2024-09-30,208333333,8219178
704,CTRA009113,11,2024-10-31,208333333,5662101
705,CTRA009113,12,2024-12-01,208333337,2831050
706,CTRA009130,1,2023-04-02,200000000,29046575
707,CTRA009130,2,2023-05-02,200000000,25767123
708,CTRA009130,3,2023-06-02,200000000,24205479
709,CTRA009130,4,2023-07-02,200000000,21082192
710,CTRA009130,5,2023-08-02,200000000,19364384
711,CTRA009130,6,2023-09-02,200000000,16943836
712,CTRA009130,7,2023-10-02,200000000,14054795
713,CTRA009130,8,2023-11-02,200000000,12102740
714,CTRA009130,9,2023-12-02,200000000,9369863
715,CTRA009130,10,2024-01-02,200000000,7261644
716,CTRA009130,11,2024-02-02,200000000,4841096
717,CTRA009130,12,2024-03-03,200000000,2342466
718,CTRA009207,1,2021-07-17,4166666667,3051369863
719,CTRA009207,2,2021-08-17,4166666667,3100530822
720,CTRA009207,3,2021-09-17,4166666667,3047979452
721,CTRA009207,4,2021-10-17,4166666667,2898801370
722,CTRA009207,5,2021-11-17,4166666667,2942876712
723,CTRA009207,6,2021-12-17,4166666667,2797089041
724,CTRA009207,7,2022-01-17,4166666667,2837773973
725,CTRA009207,8,2022-02-17,4166666667,2785222603
726,CTRA009207,9,2022-03-17,4166666667,2468219178
727,CTRA009207,10,2022-04-17,4166666667,2680119863
728,CTRA009207,11,2022-05-17,4166666667,2542808219
729,CTRA009207,12,2022-06-17,4166666667,2575017123
730,CTRA009207,13,2022-07-17,4166666667,2441095890
731,CTRA009207,14,2022-08-17,4166666667,2469914384
732,CTRA009207,15,2022-09-17,4166666667,2417363014
733,CTRA009207,16,2022-10-17,4166666667,2288527397
734,CTRA009207,17,2022-11-17,4166666667,2312260274
735,CTRA009207,18,2022-12-17,4166666667,2186815068
736,CTRA009207,19,2023-01-17,4166666667,2207157534
737,CTRA009207,20,2023-02-17,4166666667,2154606164
738,CTRA009207,21,2023-03-17,4166666667,1898630137
739,CTRA009207,22,2023-04-17,4166666667,2049503425
740,CTRA009207,23,2023-05-17,4166666667,1932534246
741,CTRA009207,24,2023-06-17,4166666667,1944400685
742,CTRA009207,25,2023-07-17,4166666667,1830821918
743,CTRA009207,26,2023-08-17,4166666667,1839297945
744,CTRA009207,27,2023-09-17,4166666667,1786746575
745,CTRA009207,28,2023-10-17,4166666667,1678253425
746,CTRA009207,29,2023-11-17,4166666667,1681643835
747,CTRA009207,30,2023-12-17,4166666667,1576541096
748,CTRA009207,31,2024-01-17,4166666667,1576541096
749,CTRA009207,32,2024-02-17,4166666667,1523989726
750,CTRA009207,33,2024-03-17,4166666667,1376506849
751,CTRA009207,34,2024-04-17,4166666667,1418886986
752,CTRA009207,35,2024-05-17,4166666667,1322260274
753,CTRA009207,36,2024-06-17,4166666667,1313784246
754,CTRA009207,37,2024-07-17,4166666667,1220547945
755,CTRA009207,38,2024-08-17,4166666667,1208681507
756,CTRA009207,39,2024-09-17,4166666667,1156130137
757,CTRA009207,40,2024-10-17,4166666667,1067979452
758,CTRA009207,41,2024-11-17,4166666667,1051027397
759,CTRA009207,42,2024-12-17,4166666667,966267123
760,CTRA009212,1,2022-06-21,833333333,605136986
761,CTRA009212,2,2022-07-21,833333333,575856164
762,CTRA009212,3,2022-08-21,833333333,584965753
763,CTRA009212,4,2022-09-21,833333333,574880137
764,CTRA009212,5,2022-10-21,833333333,546575342
765,CTRA009212,6,2022-11-21,833333333,554708904
766,CTRA009212,7,2022-12-21,833333333,527054795
767,CTRA009212,8,2023-01-21,833333333,534537671
768,CTRA009212,9,2023-02-21,833333333,524452055
769,CTRA009212,10,2023-03-21,833333333,464589041
770,CTRA009212,11,2023-04-21,833333333,504280822
771,CTRA009212,12,2023-05-21,833333333,478253425
772,CTRA009212,13,2023-06-21,833333333,484109589
773,CTRA009212,14,2023-07-21,833333333,458732877
774,CTRA009212,15,2023-08-21,833333333,463938356
775,CTRA009212,16,2023-09-21,833333333,453852740
776,CTRA009212,17,2023-10-21,833333333,429452055
777,CTRA009212,18,2023-11-21,833333333,433681507
778,CTRA009212,19,2023-12-21,833333333,409931507
779,CTRA009212,20,2024-01-21,833333333,413510274
780,CTRA009212,21,2024-02-21,833333333,403424658
781,CTRA009212,22,2024-03-21,833333333,367962329
782,CTRA009212,23,2024-04-21,833333333,383253425
783,CTRA009212,24,2024-05-21,833333333,361130137
784,CTRA009212,25,2024-06-21,833333333,363082192
785,CTRA009212,26,2024-07-21,833333333,341609589
786,CTRA009212,27,2024-08-21,833333333,342910959
787,CTRA009212,28,2024-09-21,833333333,332825343
788,CTRA009212,29,2024-10-21,833333333,312328767
789,CTRA009212,30,2024-11-21,833333333,312654110
790,CTRA009212,31,2024-12-21,833333333,292808219
791,CTRA009703,1,2022-11-25,40000000,30677260
792,CTRA009703,2,2022-12-25,40000000,29192877
793,CTRA009703,3,2023-01-25,40000000,29654685
794,CTRA009703,4,2023-02-25,40000000,29143397
795,CTRA009703,5,2023-03-25,40000000,25861260
796,CTRA009703,6,2023-04-25,40000000,28120822
797,CTRA009703,7,2023-05-25,40000000,26718904
798,CTRA009703,8,2023-06-25,40000000,27098247
799,CTRA009703,9,2023-07-25,40000000,25729315
800,CTRA009703,10,2023-08-25,40000000,26075671
801,CTRA009703,11,2023-09-25,40000000,25564384
802,CTRA009703,12,2023-10-25,40000000,24244932
803,CTRA009703,13,2023-11-25,40000000,24541808
804,CTRA009703,14,2023-12-25,40000000,23255342
805,CTRA009703,15,2024-01-25,40000000,23519233
806,CTRA009703,16,2024-02-25,40000000,23007945
807,CTRA009703,17,2024-03-25,40000000,21045260
808,CTRA009703,18,2024-04-25,40000000,21985370
809,CTRA009703,19,2024-05-25,40000000,20781370
810,CTRA009703,20,2024-06-25,40000000,20962795
811,CTRA009703,21,2024-07-25,40000000,19791781
812,CTRA009703,22,2024-08-25,40000000,19940219
813,CTRA009703,23,2024-09-25,40000000,19428932
814,CTRA009703,24,2024-10-25,40000000,18307397
815,CTRA009703,25,2024-11-25,40000000,18406356
816,CTRA009703,26,2024-12-25,40000000,17317808
817,CTRA009747,1,2021-03-06,41666667,22630137
818,CTRA009747,2,2021-04-06,41666667,24532820
819,CTRA009747,3,2021-05-06,41666667,23236301
820,CTRA009747,4,2021-06-06,41666667,23488870
821,CTRA009747,5,2021-07-06,41666667,22226027
822,CTRA009747,6,2021-08-06,41666667,22444920
823,CTRA009747,7,2021-09-06,41666667,21922945
824,CTRA009747,8,2021-10-06,41666667,20710616
825,CTRA009747,9,2021-11-06,41666667,20878995
826,CTRA009747,10,2021-12-06,41666667,19700342
827,CTRA009747,11,2022-01-06,41666667,19835046
828,CTRA009747,12,2022-02-06,41666667,19313071
829,CTRA009747,13,2022-03-06,41666667,16972603
830,CTRA009747,14,2022-04-06,41666667,18269121
831,CTRA009747,15,2022-05-06,41666667,17174657
832,CTRA009747,16,2022-06-06,41666667,17225171
833,CTRA009747,17,2022-07-06,41666667,16164383
834,CTRA009747,18,2022-08-06,41666667,16181221
835,CTRA009747,19,2022-09-06,41666667,15659247
836,CTRA009747,20,2022-10-06,41666667,14648973
837,CTRA009747,21,2022-11-06,41666667,14615297
838,CTRA009747,22,2022-12-06,41666667,13638699
839,CTRA009747,23,2023-01-06,41666667,13571347
840,CTRA009747,24,2023-02-06,41666667,13049372
841,CTRA009747,25,2023-03-06,41666667,11315068
842,CTRA009747,26,2023-04-06,41666667,12005422
843,CTRA009747,27,2023-05-06,41666667,11113014
844,CTRA009747,28,2023-06-06,41666667,10961472
845,CTRA009747,29,2023-07-06,41666667,10102740
846,CTRA009747,30,2023-08-06,41666667,9917523
847,CTRA009747,31,2023-09-06,41666667,9395548
848,CTRA009747,32,2023-10-06,41666667,8587329
849,CTRA009747,33,2023-11-06,41666667,8351598
850,CTRA009747,34,2023-12-06,41666667,7577055
851,CTRA009747,35,2024-01-06,41666667,7307648
852,CTRA009747,36,2024-02-06,41666667,6785673
853,CTRA009747,37,2024-03-06,41666667,5859589
854,CTRA009747,38,2024-04-06,41666667,5741724
855,CTRA009747,39,2024-05-06,41666667,5051370
856,CTRA009747,40,2024-06-06,41666667,4697774
857,CTRA009747,41,2024-07-06,41666667,4041096
858,CTRA009747,42,2024-08-06,41666667,3653824
859,CTRA009747,43,2024-09-06,41666667,3131849
860,CTRA009747,44,2024-10-06,41666667,2525685
861,CTRA009747,45,2024-11-06,41666667,2087899
862,CTRA009747,46,2024-12-06,41666667,1515411
863,CTRA009789,1,2024-02-02,285000000,188802740
864,CTRA009789,2,2024-03-02,285000000,173678219
865,CTRA009789,3,2024-04-02,285000000,182509315
866,CTRA009789,4,2024-05-02,285000000,173576712
867,CTRA009789,5,2024-06-02,285000000,176215890
868,CTRA009789,6,2024-07-02,285000000,167486301
869,CTRA009789,7,2024-08-02,285000000,169922466
870,CTRA009789,8,2024-09-02,285000000,166775753
871,CTRA009789,9,2024-10-02,285000000,158350685
872,CTRA009789,10,2024-11-02,285000000,160482329
873,CTRA009789,11,2024-12-02,285000000,152260274
874,CTRA009779,1,2024-02-28,33333333,5435616
875,CTRA009779,2,2024-03-28,33333333,4661187
876,CTRA009779,3,2024-04-28,33333333,4529680
877,CTRA009779,4,2024-05-28,33333333,3945205
878,CTRA009779,5,2024-06-28,33333333,3623744
879,CTRA009779,6,2024-07-28,33333333,3068493
880,CTRA009779,7,2024-08-28,33333333,2717808
881,CTRA009779,8,2024-09-28,33333333,2264840
882,CTRA009779,9,2024-10-28,33333333,1753425
883,CTRA009779,10,2024-11-28,33333333,1358904
884,CTRA009779,11,2024-12-28,33333333,876712
885,CTRA009780,1,2024-02-28,488888889,240661918
886,CTRA009780,2,2024-03-28,488888889,218881583
887,CTRA009780,3,2024-04-28,488888889,227291811
888,CTRA009780,4,2024-05-28,488888889,213490411
889,CTRA009780,5,2024-06-28,488888889,213921705
890,CTRA009780,6,2024-07-28,488888889,200551598
891,CTRA009780,7,2024-08-28,488888889,200551598
892,CTRA009780,8,2024-09-28,488888889,193866545
893,CTRA009780,9,2024-10-28,488888889,181143379
894,CTRA009780,10,2024-11-28,488888889,180496438
895,CTRA009780,11,2024-12-28,488888889,168204566
896,CTRA009787,1,2024-06-20,222222222,107013699
897,CTRA009787,2,2024-07-20,222222222,100684932
898,CTRA009787,3,2024-08-20,222222222,101068493
899,CTRA009787,4,2024-09-20,222222222,98095890
900,CTRA009787,5,2024-10-20,222222222,92054795
901,CTRA009787,6,2024-11-20,222222222,92150685
902,CTRA009787,7,2024-12-20,222222222,86301370
903,CTRA009799,1,2021-06-10,266666667,570739726
904,CTRA009799,2,2021-07-10,266666667,549260274
905,CTRA009799,3,2021-08-10,266666667,564398174
906,CTRA009799,4,2021-09-10,266666667,561227397
907,CTRA009799,5,2021-10-10,266666667,540054795
908,CTRA009799,6,2021-11-10,266666667,554885845
909,CTRA009799,7,2021-12-10,266666667,533917808
910,CTRA009799,8,2022-01-10,266666667,548544292
911,CTRA009799,9,2022-02-10,266666667,545373516
912,CTRA009799,10,2022-03-10,266666667,489731507
913,CTRA009799,11,2022-04-10,266666667,539031963
914,CTRA009799,12,2022-05-10,266666667,518575342
915,CTRA009799,13,2022-06-10,266666667,532690411
916,CTRA009799,14,2022-07-10,266666667,512438356
917,CTRA009799,15,2022-08-10,266666667,526348858
918,CTRA009799,16,2022-09-10,266666667,523178082
919,CTRA009799,17,2022-10-10,266666667,503232877
920,CTRA009799,18,2022-11-10,266666667,516836530
921,CTRA009799,19,2022-12-10,266666667,497095890
922,CTRA009799,20,2023-01-10,266666667,510494977
923,CTRA009799,21,2023-02-10,266666667,507324201
924,CTRA009799,22,2023-03-10,266666667,455364383
925,CTRA009799,23,2023-04-10,266666667,500982648
926,CTRA009799,24,2023-05-10,266666667,481753425
927,CTRA009799,25,2023-06-10,266666667,494641096
928,CTRA009799,26,2023-07-10,266666667,475616438
929,CTRA009799,27,2023-08-10,266666667,488299543
930,CTRA009799,28,2023-09-10,266666667,485128767
931,CTRA009799,29,2023-10-10,266666667,466410959
932,CTRA009799,30,2023-11-10,266666667,478787214
933,CTRA009799,31,2023-12-10,266666667,460273972
934,CTRA009799,32,2024-01-10,266666667,472445662
935,CTRA009799,33,2024-02-10,266666667,469274886
936,CTRA009799,34,2024-03-10,266666667,436032877
937,CTRA009799,35,2024-04-10,266666667,462933333
938,CTRA009799,36,2024-05-10,266666667,444931507
939,CTRA009799,37,2024-06-10,266666667,456591781
940,CTRA009799,38,2024-07-10,266666667,438794520
941,CTRA009799,39,2024-08-10,266666667,450250228
942,CTRA009799,40,2024-09-10,266666667,447079452
943,CTRA009799,41,2024-10-10,266666667,429589041
944,CTRA009799,42,2024-11-10,266666667,440737899
